"","LizardID","Batch","TubID","Treatment","Date","Time","Trial","Correct","Choose.only.correct.dish","Latency","lt","learnt"
"1","1468460","1",9,"1",2015-09-09,"Afternoon",5,1,1,1380,1,1
"2","1468460","1",9,"1",2015-09-09,"Morning",4,1,0,454,1,1
"3","1468460","1",9,"1",2015-09-08,"Morning",2,0,0,NA,1,1
"4","1468460","1",9,"1",2015-09-10,"Afternoon",7,0,0,NA,1,1
"5","1468460","1",9,"1",2015-09-18,"Morning",14,1,0,1238,1,1
"6","1468460","1",9,"1",2015-09-15,"Afternoon",10,1,0,534,1,1
"7","1468460","1",9,"1",2015-09-16,"Morning",11,1,0,466,1,1
"8","1468460","1",9,"1",2015-09-08,"Afternoon",3,1,1,876,1,1
"9","1468460","1",9,"1",2015-09-07,"Morning",1,0,0,NA,1,1
"10","1468460","1",9,"1",2015-09-11,"Morning",8,0,0,NA,1,1
"11","1468460","1",9,"1",2015-09-14,"Morning",9,1,0,646,1,1
"12","1468460","1",9,"1",2015-09-17,"Morning",12,1,0,552,1,1
"13","1468460","1",9,"1",2015-09-18,"Afternoon",15,1,0,926,1,1
"14","1468460","1",9,"1",2015-09-10,"Morning",6,1,1,409,1,1
"15","1468460","1",9,"1",2015-09-17,"Afternoon",13,1,0,681,1,1
"16","1468476","1",15,"0",2015-09-09,"Afternoon",5,1,0,370,1,0
"17","1468476","1",15,"0",2015-09-14,"Afternoon",10,1,1,36,1,0
"18","1468476","1",15,"0",2015-09-08,"Morning",2,1,0,190,1,0
"19","1468476","1",15,"0",2015-09-10,"Afternoon",7,1,0,156,1,0
"20","1468476","1",15,"0",2015-09-16,"Morning",13,1,0,763,1,0
"21","1468476","1",15,"0",2015-09-07,"Morning",1,1,0,135,1,0
"22","1468476","1",15,"0",2015-09-14,"Morning",9,0,0,NA,1,0
"23","1468476","1",15,"0",2015-09-16,"Afternoon",14,1,0,225,1,0
"24","1468476","1",15,"0",2015-09-09,"Morning",4,0,0,NA,1,0
"25","1468476","1",15,"0",2015-09-17,"Afternoon",16,0,0,NA,1,0
"26","1468476","1",15,"0",2015-09-08,"Afternoon",3,1,0,180,1,0
"27","1468476","1",15,"0",2015-09-11,"Morning",8,0,0,NA,1,0
"28","1468476","1",15,"0",2015-09-17,"Morning",15,1,0,92,1,0
"29","1468476","1",15,"0",2015-09-18,"Afternoon",18,1,0,186,1,0
"30","1468476","1",15,"0",2015-09-10,"Morning",6,1,0,245,1,0
"31","1468476","1",15,"0",2015-09-15,"Morning",11,1,0,523,1,0
"32","1468476","1",15,"0",2015-09-15,"Afternoon",12,0,0,NA,1,0
"33","1468476","1",15,"0",2015-09-18,"Morning",17,1,0,438,1,0
"34","1468502","1",4,"1",2015-09-11,"Morning",8,1,1,1545,1,0
"35","1468502","1",4,"1",2015-09-14,"Afternoon",10,0,0,NA,1,0
"36","1468502","1",4,"1",2015-09-14,"Morning",9,0,0,NA,1,0
"37","1468502","1",4,"1",2015-09-15,"Afternoon",12,0,0,NA,1,0
"38","1468502","1",4,"1",2015-09-15,"Morning",11,1,1,1354,1,0
"39","1468502","1",4,"1",2015-09-16,"Afternoon",14,1,0,509,1,0
"40","1468502","1",4,"1",2015-09-07,"Morning",1,0,0,NA,1,0
"41","1468502","1",4,"1",2015-09-08,"Afternoon",3,1,1,2207,1,0
"42","1468502","1",4,"1",2015-09-08,"Morning",2,0,0,NA,1,0
"43","1468502","1",4,"1",2015-09-09,"Afternoon",5,1,0,1967,1,0
"44","1468502","1",4,"1",2015-09-09,"Morning",4,1,1,848,1,0
"45","1468502","1",4,"1",2015-09-10,"Afternoon",7,1,0,9250,1,0
"46","1468502","1",4,"1",2015-09-10,"Morning",6,1,0,482,1,0
"47","1468502","1",4,"1",2015-09-17,"Morning",15,0,0,NA,1,0
"48","1468502","1",4,"1",2015-09-18,"Afternoon",18,1,1,1402,1,0
"49","1468502","1",4,"1",2015-09-16,"Morning",13,0,0,NA,1,0
"50","1468502","1",4,"1",2015-09-17,"Afternoon",16,1,0,328,1,0
"51","1468502","1",4,"1",2015-09-18,"Morning",17,1,0,252,1,0
"52","1468504","2",7,"0",2015-11-14,"Morning",5,1,0,149,1,0
"53","1468504","2",7,"0",2015-11-19,"Morning",15,1,0,589,1,0
"54","1468504","2",7,"0",2015-11-14,"Afternoon",6,1,0,259,1,0
"55","1468504","2",7,"0",2015-11-20,"Morning",17,1,0,426,1,0
"56","1468504","2",7,"0",2015-11-21,"Afternoon",20,1,0,797,1,0
"57","1468504","2",7,"0",2015-11-15,"Afternoon",8,1,0,453,1,0
"58","1468504","2",7,"0",2015-11-20,"Afternoon",18,1,0,777,1,0
"59","1468504","2",7,"0",2015-11-16,"Afternoon",10,1,0,268,1,0
"60","1468504","2",7,"0",2015-11-16,"Morning",9,1,0,143,1,0
"61","1468504","2",7,"0",2015-11-17,"Afternoon",12,0,0,NA,1,0
"62","1468504","2",7,"0",2015-11-17,"Morning",11,0,0,NA,1,0
"63","1468504","2",7,"0",2015-11-18,"Afternoon",14,0,0,NA,1,0
"64","1468504","2",7,"0",2015-11-18,"Morning",13,1,0,329,1,0
"65","1468504","2",7,"0",2015-11-19,"Afternoon",16,0,0,NA,1,0
"66","1468504","2",7,"0",2015-11-12,"Morning",1,1,0,19,1,0
"67","1468504","2",7,"0",2015-11-13,"Afternoon",4,1,0,183,1,0
"68","1468504","2",7,"0",2015-11-13,"Morning",3,0,0,NA,1,0
"69","1468504","2",7,"0",2015-11-21,"Morning",19,1,0,431,1,0
"70","1468504","2",7,"0",2015-11-15,"Morning",7,0,0,NA,1,0
"71","1468504","2",7,"0",2015-11-12,"Afternoon",2,0,0,NA,1,0
"72","1468506","1",2,"1",2015-09-07,"Afternoon",2,0,0,NA,1,0
"73","1468506","1",2,"1",2015-09-07,"Morning",1,1,0,158,1,0
"74","1468506","1",2,"1",2015-09-08,"Afternoon",4,0,0,NA,1,0
"75","1468506","1",2,"1",2015-09-08,"Morning",3,0,0,NA,1,0
"76","1468506","1",2,"1",2015-09-09,"Morning",5,1,0,104,1,0
"77","1468506","1",2,"1",2015-09-10,"Afternoon",7,1,1,1182,1,0
"78","1468506","1",2,"1",2015-09-10,"Morning",6,1,1,203,1,0
"79","1468506","1",2,"1",2015-09-11,"Afternoon",9,1,0,476,1,0
"80","1468506","1",2,"1",2015-09-11,"Morning",8,0,0,NA,1,0
"81","1468506","1",2,"1",2015-09-14,"Afternoon",11,1,0,224,1,0
"82","1468506","1",2,"1",2015-09-14,"Morning",10,0,0,NA,1,0
"83","1468506","1",2,"1",2015-09-15,"Afternoon",13,0,0,NA,1,0
"84","1468506","1",2,"1",2015-09-15,"Morning",12,0,0,NA,1,0
"85","1468506","1",2,"1",2015-09-16,"Afternoon",15,0,0,NA,1,0
"86","1468506","1",2,"1",2015-09-16,"Morning",14,1,0,64,1,0
"87","1468506","1",2,"1",2015-09-17,"Afternoon",17,1,0,443,1,0
"88","1468506","1",2,"1",2015-09-17,"Morning",16,0,0,NA,1,0
"89","1468506","1",2,"1",2015-09-18,"Afternoon",19,1,0,227,1,0
"90","1468506","1",2,"1",2015-09-18,"Morning",18,1,0,13,1,0
"91","1468509","1",8,"1",2015-10-23,"Afternoon",10,1,0,673,1,0
"92","1468509","1",8,"1",2015-10-22,"Morning",7,0,0,NA,1,0
"93","1468509","1",8,"1",2015-10-19,"Afternoon",2,1,0,489,1,0
"94","1468509","1",8,"1",2015-10-22,"Afternoon",8,1,0,310,1,0
"95","1468509","1",8,"1",2015-10-20,"Morning",3,1,0,286,1,0
"96","1468509","1",8,"1",2015-10-21,"Morning",5,0,0,NA,1,0
"97","1468509","1",8,"1",2015-10-23,"Morning",9,1,0,187,1,0
"98","1468509","1",8,"1",2015-10-29,"Afternoon",18,1,0,251,1,0
"99","1468509","1",8,"1",2015-10-29,"Morning",17,0,0,NA,1,0
"100","1468509","1",8,"1",2015-10-30,"Afternoon",20,0,0,NA,1,0
"101","1468509","1",8,"1",2015-10-19,"Morning",1,0,0,NA,1,0
"102","1468509","1",8,"1",2015-10-20,"Afternoon",4,0,0,NA,1,0
"103","1468509","1",8,"1",2015-10-27,"Morning",13,0,0,NA,1,0
"104","1468509","1",8,"1",2015-10-26,"Afternoon",12,1,0,171,1,0
"105","1468509","1",8,"1",2015-10-28,"Afternoon",16,1,0,453,1,0
"106","1468509","1",8,"1",2015-10-28,"Morning",15,1,0,70,1,0
"107","1468509","1",8,"1",2015-10-27,"Afternoon",14,0,0,NA,1,0
"108","1468509","1",8,"1",2015-10-21,"Afternoon",6,0,0,NA,1,0
"109","1468509","1",8,"1",2015-10-30,"Morning",19,1,0,82,1,0
