"","X","TubID","LizardID","Treatment","Date","Time","Trial","Correct","Choose.only.correct.dish","Latency","lt","learnt"
"1",1,1,"1468549","SL",2015-09-07,"Morning",1,0,0,NA,1,0
"2",2,1,"1468549","SL",2015-09-07,"Afternoon",2,0,0,NA,1,0
"3",3,1,"1468549","SL",2015-09-08,"Morning",3,1,0,169,1,0
"4",4,1,"1468549","SL",2015-09-08,"Afternoon",4,1,0,1076,1,0
"5",5,1,"1468549","SL",2015-09-09,"Morning",5,1,1,227,1,0
"6",6,1,"1468549","SL",2015-09-09,"Afternoon",6,1,1,3506,1,0
"7",7,1,"1468549","SL",2015-09-10,"Morning",7,1,0,457,1,0
"8",8,1,"1468549","SL",2015-09-10,"Afternoon",8,1,1,956,1,0
"9",9,1,"1468549","SL",2015-09-11,"Morning",9,0,0,NA,1,0
"10",10,1,"1468549","SL",2015-09-11,"Afternoon",10,0,0,NA,1,0
"11",11,1,"1468549","SL",2015-09-14,"Morning",11,0,0,NA,1,0
"12",12,1,"1468549","SL",2015-09-14,"Afternoon",12,1,0,783,1,0
"13",13,1,"1468549","SL",2015-09-15,"Morning",13,1,0,332,1,0
"14",14,1,"1468549","SL",2015-09-15,"Afternoon",14,1,1,928,1,0
"15",15,1,"1468549","SL",2015-09-16,"Morning",15,1,1,1132,1,0
"16",16,1,"1468549","SL",2015-09-16,"Afternoon",16,0,0,NA,1,0
"17",17,1,"1468549","SL",2015-09-17,"Morning",17,1,0,850,1,0
"18",18,1,"1468549","SL",2015-09-17,"Afternoon",18,0,0,NA,1,0
"19",19,1,"1468549","SL",2015-09-18,"Morning",19,1,0,243,1,0
"20",20,1,"1468549","SL",2015-09-18,"Afternoon",20,1,0,669,1,0
"21",21,2,"1468506","SL",2015-09-07,"Morning",1,1,0,158,1,0
"22",22,2,"1468506","SL",2015-09-07,"Afternoon",2,0,0,NA,1,0
"23",23,2,"1468506","SL",2015-09-08,"Morning",3,0,0,NA,1,0
"24",24,2,"1468506","SL",2015-09-08,"Afternoon",4,0,0,NA,1,0
"25",25,2,"1468506","SL",2015-09-09,"Morning",5,1,0,104,1,0
"26",27,2,"1468506","SL",2015-09-10,"Morning",6,1,1,203,1,0
"27",28,2,"1468506","SL",2015-09-10,"Afternoon",7,1,1,1182,1,0
"28",29,2,"1468506","SL",2015-09-11,"Morning",8,0,0,NA,1,0
"29",30,2,"1468506","SL",2015-09-11,"Afternoon",9,1,0,476,1,0
"30",31,2,"1468506","SL",2015-09-14,"Morning",10,0,0,NA,1,0
"31",32,2,"1468506","SL",2015-09-14,"Afternoon",11,1,0,224,1,0
"32",33,2,"1468506","SL",2015-09-15,"Morning",12,0,0,NA,1,0
"33",34,2,"1468506","SL",2015-09-15,"Afternoon",13,0,0,NA,1,0
"34",35,2,"1468506","SL",2015-09-16,"Morning",14,1,0,64,1,0
"35",36,2,"1468506","SL",2015-09-16,"Afternoon",15,0,0,NA,1,0
"36",37,2,"1468506","SL",2015-09-17,"Morning",16,0,0,NA,1,0
"37",38,2,"1468506","SL",2015-09-17,"Afternoon",17,1,0,443,1,0
"38",39,2,"1468506","SL",2015-09-18,"Morning",18,1,0,13,1,0
"39",40,2,"1468506","SL",2015-09-18,"Afternoon",19,1,0,227,1,0
"40",41,3,"1469229","SL",2015-09-07,"Morning",1,1,0,794,NA,0
"41",43,3,"1469229","SL",2015-09-08,"Morning",3,0,0,NA,NA,0
"42",44,3,"1469229","SL",2015-09-08,"Afternoon",4,0,0,NA,NA,0
"43",45,3,"1469229","SL",2015-09-09,"Morning",5,0,0,NA,NA,0
"44",47,3,"1469229","SL",2015-09-10,"Morning",7,0,0,NA,NA,0
"45",48,3,"1469229","SL",2015-09-10,"Afternoon",8,1,1,864,NA,0
"46",49,3,"1469229","SL",2015-09-11,"Morning",9,0,0,NA,NA,0
"47",50,3,"1469229","SL",2015-09-11,"Afternoon",10,1,0,569,NA,0
"48",51,3,"1469229","SL",2015-09-14,"Morning",11,1,0,250,NA,0
"49",52,3,"1469229","SL",2015-09-14,"Afternoon",12,1,1,849,NA,0
"50",53,3,"1469229","SL",2015-09-15,"Morning",13,1,1,676,NA,0
"51",54,3,"1469229","SL",2015-09-15,"Afternoon",14,1,0,791,NA,0
"52",55,3,"1469229","SL",2015-09-16,"Morning",15,1,0,522,NA,0
"53",57,3,"1469229","SL",2015-09-17,"Morning",17,1,0,231,NA,0
"54",58,3,"1469229","SL",2015-09-17,"Afternoon",18,1,0,438,NA,0
"55",59,3,"1469229","SL",2015-09-18,"Morning",19,1,0,478,NA,0
"56",60,3,"1469229","SL",2015-09-18,"Afternoon",20,1,0,944,NA,0
"57",61,4,"1468502","SL",2015-09-07,"Morning",1,0,0,NA,1,0
"58",63,4,"1468502","SL",2015-09-08,"Morning",2,0,0,NA,1,0
"59",64,4,"1468502","SL",2015-09-08,"Afternoon",3,1,1,2207,1,0
"60",65,4,"1468502","SL",2015-09-09,"Morning",4,1,1,848,1,0
"61",66,4,"1468502","SL",2015-09-09,"Afternoon",5,1,0,1967,1,0
"62",67,4,"1468502","SL",2015-09-10,"Morning",6,1,0,482,1,0
"63",68,4,"1468502","SL",2015-09-10,"Afternoon",7,1,0,9250,1,0
"64",69,4,"1468502","SL",2015-09-11,"Morning",8,1,1,1545,1,0
"65",71,4,"1468502","SL",2015-09-14,"Morning",9,0,0,NA,1,0
"66",72,4,"1468502","SL",2015-09-14,"Afternoon",10,0,0,NA,1,0
"67",73,4,"1468502","SL",2015-09-15,"Morning",11,1,1,1354,1,0
"68",74,4,"1468502","SL",2015-09-15,"Afternoon",12,0,0,NA,1,0
"69",75,4,"1468502","SL",2015-09-16,"Morning",13,0,0,NA,1,0
"70",76,4,"1468502","SL",2015-09-16,"Afternoon",14,1,0,509,1,0
"71",77,4,"1468502","SL",2015-09-17,"Morning",15,0,0,NA,1,0
"72",78,4,"1468502","SL",2015-09-17,"Afternoon",16,1,0,328,1,0
"73",79,4,"1468502","SL",2015-09-18,"Morning",17,1,0,252,1,0
"74",80,4,"1468502","SL",2015-09-18,"Afternoon",18,1,1,1402,1,0
"75",82,6,"1468510","SL",2015-09-07,"Afternoon",2,0,0,NA,NA,0
"76",83,6,"1468510","SL",2015-09-08,"Morning",3,0,0,NA,NA,0
"77",84,6,"1468510","SL",2015-09-08,"Afternoon",4,1,1,1544,NA,0
"78",85,6,"1468510","SL",2015-09-09,"Morning",5,1,1,1657,NA,0
"79",87,6,"1468510","SL",2015-09-10,"Morning",7,1,1,784,NA,0
"80",88,6,"1468510","SL",2015-09-10,"Afternoon",8,1,1,787,NA,0
"81",89,6,"1468510","SL",2015-09-11,"Morning",9,1,1,488,NA,0
"82",91,6,"1468510","SL",2015-09-14,"Morning",11,1,0,1083,NA,0
"83",93,6,"1468510","SL",2015-09-15,"Morning",13,1,0,654,NA,0
"84",94,6,"1468510","SL",2015-09-15,"Afternoon",14,1,1,1966,NA,0
"85",95,6,"1468510","SL",2015-09-16,"Morning",15,1,0,135,NA,0
"86",97,6,"1468510","SL",2015-09-17,"Morning",17,0,0,NA,NA,0
"87",98,6,"1468510","SL",2015-09-17,"Afternoon",18,1,0,421,NA,0
"88",99,6,"1468510","SL",2015-09-18,"Morning",19,1,0,402,NA,0
"89",101,9,"1468460","SL",2015-09-07,"Morning",1,0,0,NA,NA,0
"90",103,9,"1468460","SL",2015-09-08,"Morning",3,0,0,NA,NA,0
"91",104,9,"1468460","SL",2015-09-08,"Afternoon",4,1,1,876,NA,0
"92",105,9,"1468460","SL",2015-09-09,"Morning",5,1,0,454,NA,0
"93",106,9,"1468460","SL",2015-09-09,"Afternoon",6,1,1,1380,NA,0
"94",107,9,"1468460","SL",2015-09-10,"Morning",7,1,1,409,NA,0
"95",108,9,"1468460","SL",2015-09-10,"Afternoon",8,0,0,NA,NA,0
"96",109,9,"1468460","SL",2015-09-11,"Morning",9,0,0,NA,NA,0
"97",111,9,"1468460","SL",2015-09-14,"Morning",11,1,0,646,NA,0
"98",114,9,"1468460","SL",2015-09-15,"Afternoon",14,1,0,534,NA,0
"99",115,9,"1468460","SL",2015-09-16,"Morning",15,1,0,466,NA,0
"100",117,9,"1468460","SL",2015-09-17,"Morning",17,1,0,552,NA,0
"101",118,9,"1468460","SL",2015-09-17,"Afternoon",18,1,0,681,NA,0
"102",119,9,"1468460","SL",2015-09-18,"Morning",19,1,0,1238,NA,0
"103",120,9,"1468460","SL",2015-09-18,"Afternoon",20,1,0,926,NA,0
"104",121,10,"1468515","SL",2015-09-07,"Morning",1,1,0,58,NA,0
"105",123,10,"1468515","SL",2015-09-08,"Morning",3,1,0,55,NA,0
"106",124,10,"1468515","SL",2015-09-08,"Afternoon",4,1,0,125,NA,0
"107",125,10,"1468515","SL",2015-09-09,"Morning",5,1,0,51,NA,0
"108",126,10,"1468515","SL",2015-09-09,"Afternoon",6,1,1,89,NA,0
"109",127,10,"1468515","SL",2015-09-10,"Morning",7,0,0,NA,NA,0
"110",128,10,"1468515","SL",2015-09-10,"Afternoon",8,1,0,181,NA,0
"111",129,10,"1468515","SL",2015-09-11,"Morning",9,1,0,64,NA,0
"112",130,10,"1468515","SL",2015-09-11,"Afternoon",10,0,0,NA,NA,0
"113",131,10,"1468515","SL",2015-09-14,"Morning",11,1,0,82,NA,0
"114",132,10,"1468515","SL",2015-09-14,"Afternoon",12,1,0,105,NA,0
"115",133,10,"1468515","SL",2015-09-15,"Morning",13,1,0,116,NA,0
"116",134,10,"1468515","SL",2015-09-15,"Afternoon",14,1,1,53,NA,0
"117",135,10,"1468515","SL",2015-09-16,"Morning",15,1,0,66,NA,0
"118",137,10,"1468515","SL",2015-09-17,"Morning",17,1,0,194,NA,0
"119",138,10,"1468515","SL",2015-09-17,"Afternoon",18,0,0,NA,NA,0
"120",139,10,"1468515","SL",2015-09-18,"Morning",19,1,0,71,NA,0
"121",140,10,"1468515","SL",2015-09-18,"Afternoon",20,1,0,185,NA,0
"122",141,11,"1469223","SL",2015-09-07,"Morning",1,0,0,NA,1,0
"123",143,11,"1469223","SL",2015-09-08,"Morning",2,0,0,NA,1,0
"124",145,11,"1469223","SL",2015-09-09,"Morning",3,0,0,NA,1,0
"125",146,11,"1469223","SL",2015-09-09,"Afternoon",4,1,0,665,1,0
"126",147,11,"1469223","SL",2015-09-10,"Morning",5,0,0,NA,1,0
"127",148,11,"1469223","SL",2015-09-10,"Afternoon",6,0,0,NA,1,0
"128",149,11,"1469223","SL",2015-09-11,"Morning",7,1,1,828,1,0
"129",150,11,"1469223","SL",2015-09-11,"Afternoon",8,0,0,NA,1,0
"130",151,11,"1469223","SL",2015-09-14,"Morning",9,1,0,869,1,0
"131",153,11,"1469223","SL",2015-09-15,"Morning",10,1,0,342,1,0
"132",154,11,"1469223","SL",2015-09-15,"Afternoon",11,1,1,3146,1,0
"133",155,11,"1469223","SL",2015-09-16,"Morning",12,1,0,953,1,0
"134",156,11,"1469223","SL",2015-09-16,"Afternoon",13,1,0,3178,1,0
"135",157,11,"1469223","SL",2015-09-17,"Morning",14,0,0,NA,1,0
"136",159,11,"1469223","SL",2015-09-18,"Morning",15,1,0,1782,1,0
"137",160,11,"1469223","SL",2015-09-18,"Afternoon",16,0,0,NA,1,0
"138",161,12,"1468535","C",2015-09-07,"Morning",1,0,0,NA,1,0
"139",162,12,"1468535","C",2015-09-07,"Afternoon",2,0,0,NA,1,0
"140",163,12,"1468535","C",2015-09-08,"Morning",3,1,0,61,1,0
"141",164,12,"1468535","C",2015-09-08,"Afternoon",4,1,0,165,1,0
"142",165,12,"1468535","C",2015-09-09,"Morning",5,1,0,53,1,0
"143",166,12,"1468535","C",2015-09-09,"Afternoon",6,1,0,189,1,0
"144",167,12,"1468535","C",2015-09-10,"Morning",7,0,0,NA,1,0
"145",168,12,"1468535","C",2015-09-10,"Afternoon",8,0,0,NA,1,0
"146",169,12,"1468535","C",2015-09-11,"Morning",9,0,0,NA,1,0
"147",170,12,"1468535","C",2015-09-11,"Afternoon",10,1,0,723,1,0
"148",171,12,"1468535","C",2015-09-14,"Morning",11,0,0,NA,1,0
"149",172,12,"1468535","C",2015-09-14,"Afternoon",12,1,0,109,1,0
"150",173,12,"1468535","C",2015-09-15,"Morning",13,1,0,71,1,0
"151",174,12,"1468535","C",2015-09-15,"Afternoon",14,1,0,188,1,0
"152",175,12,"1468535","C",2015-09-16,"Morning",15,0,0,NA,1,0
"153",176,12,"1468535","C",2015-09-16,"Afternoon",16,1,0,110,1,0
"154",177,12,"1468535","C",2015-09-17,"Morning",17,0,0,NA,1,0
"155",178,12,"1468535","C",2015-09-17,"Afternoon",18,0,0,NA,1,0
"156",179,12,"1468535","C",2015-09-18,"Morning",19,0,0,NA,1,0
"157",181,14,"1469218","C",2015-09-07,"Morning",1,1,0,553,NA,0
"158",182,14,"1469218","C",2015-09-07,"Afternoon",2,0,0,NA,NA,0
"159",183,14,"1469218","C",2015-09-08,"Morning",3,1,0,250,NA,0
"160",184,14,"1469218","C",2015-09-08,"Afternoon",4,0,0,NA,NA,0
"161",185,14,"1469218","C",2015-09-09,"Morning",5,0,0,NA,NA,0
"162",186,14,"1469218","C",2015-09-09,"Afternoon",6,1,0,147,NA,0
"163",187,14,"1469218","C",2015-09-10,"Morning",7,1,0,287,NA,0
"164",188,14,"1469218","C",2015-09-10,"Afternoon",8,1,0,185,NA,0
"165",189,14,"1469218","C",2015-09-11,"Morning",9,1,0,191,NA,0
"166",190,14,"1469218","C",2015-09-11,"Afternoon",10,1,1,596,NA,0
"167",191,14,"1469218","C",2015-09-14,"Morning",11,1,0,321,NA,0
"168",192,14,"1469218","C",2015-09-14,"Afternoon",12,1,1,1003,NA,0
"169",193,14,"1469218","C",2015-09-15,"Morning",13,1,0,127,NA,0
"170",194,14,"1469218","C",2015-09-15,"Afternoon",14,1,0,203,NA,0
"171",195,14,"1469218","C",2015-09-16,"Morning",15,1,0,150,NA,0
"172",196,14,"1469218","C",2015-09-16,"Afternoon",16,1,0,293,NA,0
"173",197,14,"1469218","C",2015-09-17,"Morning",17,0,0,NA,NA,0
"174",198,14,"1469218","C",2015-09-17,"Afternoon",18,1,0,138,NA,0
"175",199,14,"1469218","C",2015-09-18,"Morning",19,1,0,799,NA,0
"176",200,14,"1469218","C",2015-09-18,"Afternoon",20,1,0,130,NA,0
"177",201,15,"1468476","C",2015-09-07,"Morning",1,1,0,135,1,0
"178",203,15,"1468476","C",2015-09-08,"Morning",2,1,0,190,1,0
"179",204,15,"1468476","C",2015-09-08,"Afternoon",3,1,0,180,1,0
"180",205,15,"1468476","C",2015-09-09,"Morning",4,0,0,NA,1,0
"181",206,15,"1468476","C",2015-09-09,"Afternoon",5,1,0,370,1,0
"182",207,15,"1468476","C",2015-09-10,"Morning",6,1,0,245,1,0
