"","X","TubID","LizardID","Treatment","Date","Time","Trial","Correct","Choose.only.correct.dish","Latency","lt","learnt"
"499",499,3,"1469222","SL",2015-10-26,"Morning",11,1,0,2527,0,1
"500",500,3,"1469222","SL",2015-10-26,"Afternoon",12,0,0,NA,0,1
"501",501,3,"1469222","SL",2015-10-27,"Morning",13,1,0,53,0,1
"502",502,3,"1469222","SL",2015-10-27,"Afternoon",14,1,0,896,0,1
"503",503,3,"1469222","SL",2015-10-28,"Morning",15,0,0,NA,0,1
"504",504,3,"1469222","SL",2015-10-28,"Afternoon",16,1,0,3051,0,1
"505",505,3,"1469222","SL",2015-10-29,"Morning",17,0,0,NA,0,1
"506",506,3,"1469222","SL",2015-10-29,"Afternoon",18,0,0,NA,0,1
"507",507,3,"1469222","SL",2015-10-30,"Morning",19,1,0,147,0,1
"508",508,3,"1469222","SL",2015-10-30,"Afternoon",20,1,0,968,0,1
"509",509,3,"1469222","SL",2015-11-02,"Morning",21,0,0,NA,0,1
"510",510,3,"1469222","SL",2015-11-02,"Afternoon",22,0,0,NA,0,1
"511",511,3,"1469222","SL",2015-11-03,"Morning",23,1,0,1513,0,1
"512",512,3,"1469222","SL",2015-11-03,"Afternoon",24,1,0,597,0,1
"513",513,3,"1469222","SL",2015-11-04,"Morning",25,1,0,81,0,1
"514",514,3,"1469222","SL",2015-11-04,"Afternoon",26,1,0,487,0,1
"515",515,3,"1469222","SL",2015-11-05,"Morning",27,0,0,NA,0,1
"516",516,3,"1469222","SL",2015-11-05,"Afternoon",28,0,0,NA,0,1
"517",517,3,"1469222","SL",2015-11-06,"Morning",29,0,0,NA,0,1
"518",518,3,"1469222","SL",2015-11-06,"Afternoon",30,1,0,982,0,1
"519",519,4,"3374160","SL",2015-10-19,"Morning",1,1,0,735,1,1
"520",520,4,"3374160","SL",2015-10-19,"Afternoon",2,1,0,1613,1,1
"521",521,4,"3374160","SL",2015-10-20,"Morning",3,0,0,NA,1,1
"522",522,4,"3374160","SL",2015-10-20,"Afternoon",4,1,0,1105,1,1
"523",523,4,"3374160","SL",2015-10-21,"Morning",5,1,0,1462,1,1
"524",524,4,"3374160","SL",2015-10-21,"Afternoon",6,1,0,928,1,1
"525",525,4,"3374160","SL",2015-10-22,"Morning",7,1,0,779,1,1
"527",527,4,"3374160","SL",2015-10-23,"Morning",8,1,0,389,0,1
"528",528,4,"3374160","SL",2015-10-23,"Afternoon",9,0,0,NA,0,1
"529",529,4,"3374160","SL",2015-10-26,"Morning",10,1,0,555,0,1
"530",530,4,"3374160","SL",2015-10-26,"Afternoon",11,0,0,NA,0,1
"531",531,4,"3374160","SL",2015-10-27,"Morning",12,1,0,841,0,1
"532",532,4,"3374160","SL",2015-10-27,"Afternoon",13,1,0,757,0,1
"533",533,4,"3374160","SL",2015-10-28,"Morning",14,0,0,NA,0,1
"534",534,4,"3374160","SL",2015-10-28,"Afternoon",15,1,0,1258,0,1
"535",535,4,"3374160","SL",2015-10-29,"Morning",16,1,0,1183,0,1
"536",536,4,"3374160","SL",2015-10-29,"Afternoon",17,0,0,NA,0,1
"537",537,4,"3374160","SL",2015-10-30,"Morning",18,1,0,872,0,1
"539",539,4,"3374160","SL",2015-11-02,"Morning",19,0,0,NA,0,1
"540",540,4,"3374160","SL",2015-11-02,"Afternoon",20,1,0,399,0,1
"541",541,4,"3374160","SL",2015-11-03,"Morning",21,1,0,930,0,1
"543",543,4,"3374160","SL",2015-11-04,"Morning",22,0,0,NA,0,1
"544",544,4,"3374160","SL",2015-11-04,"Afternoon",23,0,0,NA,0,1
"545",545,4,"3374160","SL",2015-11-05,"Morning",24,1,0,468,0,1
"546",546,4,"3374160","SL",2015-11-05,"Afternoon",25,1,0,328,0,1
"547",547,4,"3374160","SL",2015-11-06,"Morning",26,1,0,1460,0,1
"548",548,4,"3374160","SL",2015-11-06,"Afternoon",27,0,0,NA,0,1
"549",549,5,"1470760","C",2015-10-19,"Morning",1,1,0,130,1,1
"550",550,5,"1470760","C",2015-10-19,"Afternoon",2,1,0,93,1,1
"551",551,5,"1470760","C",2015-10-20,"Morning",3,0,0,NA,1,1
"552",552,5,"1470760","C",2015-10-20,"Afternoon",4,0,0,NA,1,1
"553",553,5,"1470760","C",2015-10-21,"Morning",5,1,0,144,1,1
"554",554,5,"1470760","C",2015-10-21,"Afternoon",6,0,0,NA,1,1
"555",555,5,"1470760","C",2015-10-22,"Morning",7,1,0,22,1,1
"556",556,5,"1470760","C",2015-10-22,"Afternoon",8,1,0,702,1,1
"557",557,5,"1470760","C",2015-10-23,"Morning",9,1,0,20,1,1
"558",558,5,"1470760","C",2015-10-23,"Afternoon",10,1,0,24,1,1
"559",559,5,"1470760","C",2015-10-26,"Morning",11,1,0,100,1,1
"560",560,5,"1470760","C",2015-10-26,"Afternoon",12,1,0,252,0,1
"561",561,5,"1470760","C",2015-10-27,"Morning",13,1,0,310,0,1
"562",562,5,"1470760","C",2015-10-27,"Afternoon",14,1,0,74,0,1
"563",563,5,"1470760","C",2015-10-28,"Morning",15,1,0,17,0,1
"564",564,5,"1470760","C",2015-10-28,"Afternoon",16,1,0,54,0,1
"565",565,5,"1470760","C",2015-10-29,"Morning",17,1,0,80,0,1
"566",566,5,"1470760","C",2015-10-29,"Afternoon",18,1,0,78,0,1
"567",567,5,"1470760","C",2015-10-30,"Morning",19,1,0,52,0,1
"568",568,5,"1470760","C",2015-10-30,"Afternoon",20,1,0,698,0,1
"569",569,5,"1470760","C",2015-11-02,"Morning",21,1,0,61,0,1
"570",570,5,"1470760","C",2015-11-02,"Afternoon",22,1,0,877,0,1
"571",571,5,"1470760","C",2015-11-03,"Morning",23,1,0,267,0,1
"572",572,5,"1470760","C",2015-11-03,"Afternoon",24,0,0,NA,0,1
"573",573,5,"1470760","C",2015-11-04,"Morning",25,0,0,NA,0,1
"574",574,5,"1470760","C",2015-11-04,"Afternoon",26,1,0,73,0,1
"575",575,5,"1470760","C",2015-11-05,"Morning",27,1,0,119,0,1
"576",576,5,"1470760","C",2015-11-05,"Afternoon",28,1,0,77,0,1
"577",577,5,"1470760","C",2015-11-06,"Morning",29,0,0,NA,0,1
"578",578,5,"1470760","C",2015-11-06,"Afternoon",30,1,0,232,0,1
"579",579,6,"1469178","C",2015-10-19,"Morning",1,0,0,NA,1,1
"580",580,6,"1469178","C",2015-10-19,"Afternoon",2,1,0,297,1,1
"581",581,6,"1469178","C",2015-10-20,"Morning",3,0,0,NA,1,1
"582",582,6,"1469178","C",2015-10-20,"Afternoon",4,0,0,NA,1,1
"583",583,6,"1469178","C",2015-10-21,"Morning",5,1,0,849,1,1
"584",584,6,"1469178","C",2015-10-21,"Afternoon",6,0,0,NA,1,1
"585",585,6,"1469178","C",2015-10-22,"Morning",7,1,0,1347,1,1
"586",586,6,"1469178","C",2015-10-22,"Afternoon",8,0,0,NA,1,1
"587",587,6,"1469178","C",2015-10-23,"Morning",9,0,0,NA,1,1
"588",588,6,"1469178","C",2015-10-23,"Afternoon",10,0,0,NA,1,1
"589",589,6,"1469178","C",2015-10-26,"Morning",11,0,0,NA,1,1
"590",590,6,"1469178","C",2015-10-26,"Afternoon",12,0,0,NA,1,1
"591",591,6,"1469178","C",2015-10-27,"Morning",13,1,0,485,1,1
"592",592,6,"1469178","C",2015-10-27,"Afternoon",14,1,0,479,1,1
"593",593,6,"1469178","C",2015-10-28,"Morning",15,1,0,497,1,1
"594",594,6,"1469178","C",2015-10-28,"Afternoon",16,0,0,NA,1,1
"595",595,6,"1469178","C",2015-10-29,"Morning",17,0,0,NA,1,1
"596",596,6,"1469178","C",2015-10-29,"Afternoon",18,0,0,NA,1,1
"597",597,6,"1469178","C",2015-10-30,"Morning",19,1,0,431,1,1
"598",598,6,"1469178","C",2015-10-30,"Afternoon",20,1,0,500,1,1
"599",599,6,"1469178","C",2015-11-02,"Morning",21,0,0,NA,1,1
"600",600,6,"1469178","C",2015-11-02,"Afternoon",22,1,0,166,1,1
"601",601,6,"1469178","C",2015-11-03,"Morning",23,1,0,743,1,1
"602",602,6,"1469178","C",2015-11-03,"Afternoon",24,1,0,296,1,1
"603",603,6,"1469178","C",2015-11-04,"Morning",25,1,0,113,1,1
"604",604,6,"1469178","C",2015-11-04,"Afternoon",26,1,0,221,0,1
"605",605,6,"1469178","C",2015-11-05,"Morning",27,1,0,148,0,1
"606",606,6,"1469178","C",2015-11-05,"Afternoon",28,1,0,352,0,1
"607",607,6,"1469178","C",2015-11-06,"Morning",29,0,0,NA,0,1
"608",608,6,"1469178","C",2015-11-06,"Afternoon",30,0,0,NA,0,1
"609",609,7,"1468504","C",2015-10-19,"Morning",1,0,0,NA,1,1
"610",610,7,"1468504","C",2015-10-19,"Afternoon",2,1,0,428,1,1
"611",611,7,"1468504","C",2015-10-20,"Morning",3,1,0,74,1,1
"612",612,7,"1468504","C",2015-10-20,"Afternoon",4,0,0,NA,1,1
"613",613,7,"1468504","C",2015-10-21,"Morning",5,1,0,152,1,1
"614",614,7,"1468504","C",2015-10-21,"Afternoon",6,0,0,NA,1,1
"615",615,7,"1468504","C",2015-10-22,"Morning",7,1,0,190,1,1
"616",616,7,"1468504","C",2015-10-22,"Afternoon",8,0,0,NA,1,1
"617",617,7,"1468504","C",2015-10-23,"Morning",9,1,0,61,1,1
"618",618,7,"1468504","C",2015-10-23,"Afternoon",10,0,0,NA,1,1
"619",619,7,"1468504","C",2015-10-26,"Morning",11,1,0,265,1,1
"620",620,7,"1468504","C",2015-10-26,"Afternoon",12,0,0,NA,1,1
"621",621,7,"1468504","C",2015-10-27,"Morning",13,1,0,33,1,1
"622",622,7,"1468504","C",2015-10-27,"Afternoon",14,1,0,382,1,1
"623",623,7,"1468504","C",2015-10-28,"Morning",15,1,0,220,1,1
"624",624,7,"1468504","C",2015-10-28,"Afternoon",16,1,0,346,1,1
"625",625,7,"1468504","C",2015-10-29,"Morning",17,0,0,NA,1,1
"626",626,7,"1468504","C",2015-10-29,"Afternoon",18,1,0,556,1,1
"627",627,7,"1468504","C",2015-10-30,"Morning",19,1,0,211,1,1
"628",628,7,"1468504","C",2015-10-30,"Afternoon",20,1,0,698,0,1
"629",629,7,"1468504","C",2015-11-02,"Morning",21,1,0,292,0,1
"630",630,7,"1468504","C",2015-11-02,"Afternoon",22,1,0,64,0,1
"631",631,7,"1468504","C",2015-11-03,"Morning",23,0,0,NA,0,1
"632",632,7,"1468504","C",2015-11-03,"Afternoon",24,1,0,141,0,1
"633",633,7,"1468504","C",2015-11-04,"Morning",25,1,0,418,0,1
"634",634,7,"1468504","C",2015-11-04,"Afternoon",26,0,0,NA,0,1
"635",635,7,"1468504","C",2015-11-05,"Morning",27,1,0,308,0,1
"636",636,7,"1468504","C",2015-11-05,"Afternoon",28,0,0,NA,0,1
"637",637,7,"1468504","C",2015-11-06,"Morning",29,1,0,247,0,1
"638",638,7,"1468504","C",2015-11-06,"Afternoon",30,1,0,162,0,1
"639",639,8,"3371239","C",2015-10-19,"Morning",1,0,0,NA,1,1
"640",640,8,"3371239","C",2015-10-19,"Afternoon",2,0,0,NA,1,1
"641",641,8,"3371239","C",2015-10-20,"Morning",3,1,0,144,1,1
"642",642,8,"3371239","C",2015-10-20,"Afternoon",4,1,0,539,1,1
"643",643,8,"3371239","C",2015-10-21,"Morning",5,1,0,106,1,1
"644",644,8,"3371239","C",2015-10-21,"Afternoon",6,1,0,342,1,1
"645",645,8,"3371239","C",2015-10-22,"Morning",7,0,0,NA,1,1
"646",646,8,"3371239","C",2015-10-22,"Afternoon",8,1,0,216,1,1
"647",647,8,"3371239","C",2015-10-23,"Morning",9,1,0,357,1,1
"648",648,8,"3371239","C",2015-10-23,"Afternoon",10,1,0,286,0,1
"649",649,8,"3371239","C",2015-10-26,"Morning",11,0,0,NA,0,1
"650",650,8,"3371239","C",2015-10-26,"Afternoon",12,1,0,394,0,1
"651",651,8,"3371239","C",2015-10-27,"Morning",13,1,0,161,0,1
"652",652,8,"3371239","C",2015-10-27,"Afternoon",14,1,0,405,0,1
"653",653,8,"3371239","C",2015-10-28,"Morning",15,1,0,160,0,1
"654",654,8,"3371239","C",2015-10-28,"Afternoon",16,1,0,402,0,1
"655",655,8,"3371239","C",2015-10-29,"Morning",17,1,0,299,0,1
"656",656,8,"3371239","C",2015-10-29,"Afternoon",18,1,0,271,0,1
"657",657,8,"3371239","C",2015-10-30,"Morning",19,1,0,169,0,1
"658",658,8,"3371239","C",2015-10-30,"Afternoon",20,1,0,428,0,1
"659",659,8,"3371239","C",2015-11-02,"Morning",21,1,0,192,0,1
"660",660,8,"3371239","C",2015-11-02,"Afternoon",22,1,0,119,0,1
"661",661,8,"3371239","C",2015-11-03,"Morning",23,1,0,138,0,1
"662",662,8,"3371239","C",2015-11-03,"Afternoon",24,1,0,342,0,1
"663",663,8,"3371239","C",2015-11-04,"Morning",25,1,0,65,0,1
"664",664,8,"3371239","C",2015-11-04,"Afternoon",26,0,0,NA,0,1
"665",665,8,"3371239","C",2015-11-05,"Morning",27,1,0,114,0,1
"666",666,8,"3371239","C",2015-11-05,"Afternoon",28,1,0,317,0,1
"667",667,8,"3371239","C",2015-11-06,"Morning",29,1,0,269,0,1
"668",668,8,"3371239","C",2015-11-06,"Afternoon",30,1,0,447,0,1
"669",669,9,"1468529","C",2015-10-19,"Morning",1,1,0,102,1,1
"670",670,9,"1468529","C",2015-10-19,"Afternoon",2,0,0,NA,1,1
"671",671,9,"1468529","C",2015-10-20,"Morning",3,1,1,171,1,1
"672",672,9,"1468529","C",2015-10-20,"Afternoon",4,0,0,NA,1,1
"673",673,9,"1468529","C",2015-10-21,"Morning",5,1,0,191,1,1
"674",674,9,"1468529","C",2015-10-21,"Afternoon",6,1,0,577,1,1
"675",675,9,"1468529","C",2015-10-22,"Morning",7,1,0,111,1,1
"676",676,9,"1468529","C",2015-10-22,"Afternoon",8,1,0,1274,1,1
"677",677,9,"1468529","C",2015-10-23,"Morning",9,1,1,247,1,1
"678",678,9,"1468529","C",2015-10-23,"Afternoon",10,0,0,NA,0,1
"679",679,9,"1468529","C",2015-10-26,"Morning",11,0,0,NA,0,1
"680",680,9,"1468529","C",2015-10-26,"Afternoon",12,1,0,51,0,1
"681",681,9,"1468529","C",2015-10-27,"Morning",13,0,0,NA,0,1
"682",682,9,"1468529","C",2015-10-27,"Afternoon",14,1,0,133,0,1
"683",683,9,"1468529","C",2015-10-28,"Morning",15,1,0,187,0,1
"684",684,9,"1468529","C",2015-10-28,"Afternoon",16,1,0,161,0,1
"685",685,9,"1468529","C",2015-10-29,"Morning",17,1,0,108,0,1
"686",686,9,"1468529","C",2015-10-29,"Afternoon",18,0,0,NA,0,1
"687",687,9,"1468529","C",2015-10-30,"Morning",19,1,0,165,0,1
"688",688,9,"1468529","C",2015-10-30,"Afternoon",20,1,0,308,0,1
"689",689,9,"1468529","C",2015-11-02,"Morning",21,1,0,67,0,1
"690",690,9,"1468529","C",2015-11-02,"Afternoon",22,1,0,233,0,1
"691",691,9,"1468529","C",2015-11-03,"Morning",23,0,0,NA,0,1
"692",692,9,"1468529","C",2015-11-03,"Afternoon",24,1,0,217,0,1
"693",693,9,"1468529","C",2015-11-04,"Morning",25,1,0,343,0,1
"694",694,9,"1468529","C",2015-11-04,"Afternoon",26,1,0,248,0,1
"695",695,9,"1468529","C",2015-11-05,"Morning",27,1,0,137,0,1
"696",696,9,"1468529","C",2015-11-05,"Afternoon",28,1,0,504,0,1
"697",697,9,"1468529","C",2015-11-06,"Morning",29,1,0,58,0,1
"698",698,9,"1468529","C",2015-11-06,"Afternoon",30,1,0,307,0,1
"699",699,10,"3371916","C",2015-10-19,"Morning",1,0,0,NA,1,1
"700",700,10,"3371916","C",2015-10-19,"Afternoon",2,1,0,121,1,1
"701",701,10,"3371916","C",2015-10-20,"Morning",3,1,0,135,1,1
"702",702,10,"3371916","C",2015-10-20,"Afternoon",4,1,0,217,1,1
"703",703,10,"3371916","C",2015-10-21,"Morning",5,1,0,204,1,1
"704",704,10,"3371916","C",2015-10-21,"Afternoon",6,0,0,NA,1,1
"705",705,10,"3371916","C",2015-10-22,"Morning",7,1,0,84,1,1
"706",706,10,"3371916","C",2015-10-22,"Afternoon",8,1,0,138,1,1
"707",707,10,"3371916","C",2015-10-23,"Morning",9,1,0,144,0,1
"708",708,10,"3371916","C",2015-10-23,"Afternoon",10,0,0,NA,0,1
"709",709,10,"3371916","C",2015-10-26,"Morning",11,1,0,135,0,1
"710",710,10,"3371916","C",2015-10-26,"Afternoon",12,1,0,186,0,1
"711",711,10,"3371916","C",2015-10-27,"Morning",13,0,0,NA,0,1
"712",712,10,"3371916","C",2015-10-27,"Afternoon",14,1,0,141,0,1
"713",713,10,"3371916","C",2015-10-28,"Morning",15,1,0,38,0,1
"714",714,10,"3371916","C",2015-10-28,"Afternoon",16,0,0,NA,0,1
"715",715,10,"3371916","C",2015-10-29,"Morning",17,1,0,23,0,1
"716",716,10,"3371916","C",2015-10-29,"Afternoon",18,1,0,95,0,1
"717",717,10,"3371916","C",2015-10-30,"Morning",19,1,0,83,0,1
"718",718,10,"3371916","C",2015-10-30,"Afternoon",20,0,0,NA,0,1
"719",719,10,"3371916","C",2015-11-02,"Morning",21,1,0,96,0,1
"720",720,10,"3371916","C",2015-11-02,"Afternoon",22,1,0,128,0,1
"721",721,10,"3371916","C",2015-11-03,"Morning",23,1,0,131,0,1
"722",722,10,"3371916","C",2015-11-03,"Afternoon",24,1,0,342,0,1
"723",723,10,"3371916","C",2015-11-04,"Morning",25,1,0,78,0,1
"724",724,10,"3371916","C",2015-11-04,"Afternoon",26,1,0,172,0,1
"725",725,10,"3371916","C",2015-11-05,"Morning",27,1,0,144,0,1
"726",726,10,"3371916","C",2015-11-05,"Afternoon",28,1,0,128,0,1
"727",727,10,"3371916","C",2015-11-06,"Morning",29,1,0,29,0,1
"728",728,10,"3371916","C",2015-11-06,"Afternoon",30,1,0,235,0,1
"729",729,11,"1468538","C",2015-10-19,"Morning",1,0,0,NA,1,1
"730",730,11,"1468538","C",2015-10-19,"Afternoon",2,0,0,161,1,1
"731",731,11,"1468538","C",2015-10-20,"Morning",3,0,0,NA,1,1
"732",732,11,"1468538","C",2015-10-20,"Afternoon",4,1,0,305,1,1
"733",733,11,"1468538","C",2015-10-21,"Morning",5,1,0,225,1,1
"734",734,11,"1468538","C",2015-10-21,"Afternoon",6,1,0,898,1,1
"735",735,11,"1468538","C",2015-10-22,"Morning",7,0,0,NA,1,1
"736",736,11,"1468538","C",2015-10-22,"Afternoon",8,1,0,2410,1,1
"737",737,11,"1468538","C",2015-10-23,"Morning",9,0,0,NA,1,1
"738",738,11,"1468538","C",2015-10-23,"Afternoon",10,1,0,166,1,1
"739",739,11,"1468538","C",2015-10-26,"Morning",11,1,0,223,1,1
"740",740,11,"1468538","C",2015-10-26,"Afternoon",12,1,0,305,1,1
"741",741,11,"1468538","C",2015-10-27,"Morning",13,1,0,153,1,1
"742",742,11,"1468538","C",2015-10-27,"Afternoon",14,1,0,198,1,1
"743",743,11,"1468538","C",2015-10-28,"Morning",15,1,0,620,0,1
"744",744,11,"1468538","C",2015-10-28,"Afternoon",16,1,0,197,0,1
"745",745,11,"1468538","C",2015-10-29,"Morning",17,1,0,363,0,1
"746",746,11,"1468538","C",2015-10-29,"Afternoon",18,0,0,NA,0,1
"747",747,11,"1468538","C",2015-10-30,"Morning",19,1,0,237,0,1
"748",748,11,"1468538","C",2015-10-30,"Afternoon",20,1,0,469,0,1
"749",749,11,"1468538","C",2015-11-02,"Morning",21,0,0,NA,0,1
"750",750,11,"1468538","C",2015-11-02,"Afternoon",22,1,0,449,0,1
"751",751,11,"1468538","C",2015-11-03,"Morning",23,0,0,NA,0,1
"752",752,11,"1468538","C",2015-11-03,"Afternoon",24,1,0,290,0,1
"754",754,11,"1468538","C",2015-11-04,"Afternoon",25,0,0,NA,0,1
"755",755,11,"1468538","C",2015-11-05,"Morning",26,0,0,NA,0,1
"756",756,11,"1468538","C",2015-11-05,"Afternoon",27,1,0,402,0,1
"757",757,11,"1468538","C",2015-11-06,"Morning",28,0,0,NA,0,1
"758",758,11,"1468538","C",2015-11-06,"Afternoon",29,1,0,789,0,1
"759",759,12,"1468516","C",2015-10-19,"Morning",1,1,0,82,1,1
"760",760,12,"1468516","C",2015-10-19,"Afternoon",2,1,0,52,1,1
"761",761,12,"1468516","C",2015-10-20,"Morning",3,1,1,47,1,1
"762",762,12,"1468516","C",2015-10-20,"Afternoon",4,0,0,NA,1,1
"763",763,12,"1468516","C",2015-10-21,"Morning",5,0,0,NA,1,1
"764",764,12,"1468516","C",2015-10-21,"Afternoon",6,1,0,380,1,1
"765",765,12,"1468516","C",2015-10-22,"Morning",7,1,0,141,1,1
"766",766,12,"1468516","C",2015-10-22,"Afternoon",8,1,1,69,1,1
"767",767,12,"1468516","C",2015-10-23,"Morning",9,1,0,136,1,1
"768",768,12,"1468516","C",2015-10-23,"Afternoon",10,1,0,51,1,1
"769",769,12,"1468516","C",2015-10-26,"Morning",11,1,0,261,1,1
"770",770,12,"1468516","C",2015-10-26,"Afternoon",12,1,0,141,0,1
"771",771,12,"1468516","C",2015-10-27,"Morning",13,1,0,198,0,1
"772",772,12,"1468516","C",2015-10-27,"Afternoon",14,0,0,NA,0,1
"773",773,12,"1468516","C",2015-10-28,"Morning",15,1,0,39,0,1
"774",774,12,"1468516","C",2015-10-28,"Afternoon",16,1,0,66,0,1
"775",775,12,"1468516","C",2015-10-29,"Morning",17,1,0,44,0,1
"776",776,12,"1468516","C",2015-10-29,"Afternoon",18,1,0,327,0,1
"777",777,12,"1468516","C",2015-10-30,"Morning",19,1,0,63,0,1
"778",778,12,"1468516","C",2015-10-30,"Afternoon",20,1,0,168,0,1
"779",779,12,"1468516","C",2015-11-02,"Morning",21,1,0,202,0,1
"780",780,12,"1468516","C",2015-11-02,"Afternoon",22,1,0,242,0,1
"781",781,12,"1468516","C",2015-11-03,"Morning",23,1,0,159,0,1
"782",782,12,"1468516","C",2015-11-03,"Afternoon",24,1,0,296,0,1
"783",783,12,"1468516","C",2015-11-04,"Morning",25,1,0,21,0,1
"784",784,12,"1468516","C",2015-11-04,"Afternoon",26,1,0,23,0,1
"785",785,12,"1468516","C",2015-11-05,"Morning",27,1,0,33,0,1
"786",786,12,"1468516","C",2015-11-05,"Afternoon",28,0,0,NA,0,1
"787",787,12,"1468516","C",2015-11-06,"Morning",29,1,0,35,0,1
"788",788,12,"1468516","C",2015-11-06,"Afternoon",30,0,0,NA,0,1
